month,temperature,rainfall
2013/1,3.8,42.5
2013/2,4.1,102.5
2013/3,8.8,85.0
2013/4,12.6,110.5
2013/5,18.1,51.5
2013/6,23.4,211.0
2013/7,27.5,104.0
2013/8,28.4,120.5
2013/9,23.6,421.5
2013/10,19.5,210.0
2013/11,11.3,77.0
2013/12,6.3,52.5
