month,temperature,rainfall
2012/1,5.6,50.0
2012/2,5.1,78.5
2012/3,9.5,88.5
2012/4,15.0,83.5
2012/5,19.1,64.0
2012/6,22.6,389.0
2012/7,27.2,127.5
2012/8,28.5,138.0
2012/9,25.2,314.5
2012/10,19.2,177.0
2012/11,12.7,64.0
2012/12,7.0,64.5
