month,temperature,rainfall
2013/1,1.2,409.5
2013/2,1.4,277.0
2013/3,6.1,107.5
2013/4,10.7,131.5
2013/5,16.4,70.0
2013/6,22.0,181.0
2013/7,25.8,174.5
2013/8,26.6,282.0
2013/9,22.2,342.0
2013/10,17.8,335.5
2013/11,9.9,311.0
2013/12,4.9,458.0
