month,temperature,rainfall
1,2.4,419.1
2,2.4,262.0
3,5.4,194.2
4,11.5,96.1
5,16.6,95.7
6,20.6,145.3
7,24.6,210.6
8,26.3,150.4
9,22.0,206.2
10,16.0,210.8
11,10.2,342.0
12,5.3,423.1
