month,temperature,rainfall
1,5.7,59.6
2,6.1,59.5
3,8.9,110.0
4,14.0,110.4
5,18.3,112.5
6,21.3,149.9
7,25.0,122.5
8,26.7,134.3
9,23.3,200.4
10,18.0,185.9
11,12.9,91.0
12,8.3,51.5
