month,temperature,rainfall
1,18.4,65.3
2,17.9,58.2
3,19.2,77.0
4,21.0,118.4
5,23.2,145.4
6,25.8,134.7
7,27.5,80.9
8,27.7,112.6
9,27.5,131.1
10,26.2,132.1
11,23.5,128.2
12,20.3,108.7
