month,temperature,rainfall
2011/1,5.5,0.0
2011/2,9.3,128.5
2011/3,9.4,65.0
2011/4,15.2,158.0
2011/5,18.8,265.0
2011/6,22.2,382.0
2011/7,25.7,390.5
2011/8,26.8,287.5
2011/9,24.5,663.5
2011/10,19.9,230.0
2011/11,16.6,281.0
2011/12,9.9,42.5
