month,temperature,rainfall
1,1.3,75.9
2,2.1,99.2
3,5.6,139.6
4,11.0,135.0
5,15.3,188.1
6,19.0,290.5
7,22.6,336.3
8,22.9,309.4
9,19.6,317.1
10,13.6,143.6
11,8.2,107.7
12,3.3,84.7
