month,temperature,rainfall
1,-4.1,68.8
2,-3.7,64.9
3,-0.2,82.2
4,6.1,107.3
5,11.2,119.6
6,15.1,147.4
7,18.9,198.6
8,20.0,257.9
9,15.9,261.1
10,9.5,155.7
11,3.8,77.2
12,-1.2,62.5
