month,temperature,rainfall
1,2.5,33.9
2,3.3,42.9
3,6.8,88.4
4,12.5,120.5
5,17.2,146.6
6,20.6,174.7
7,24.2,205.8
8,25.6,209.8
9,21.9,220.4
10,16.1,146.5
11,10.1,68.1
12,4.9,35.5
