month,temperature,rainfall
1,-5.4,43.2
2,-4.7,22.6
3,-0.9,58.2
4,3.7,75.8
5,8.1,111.9
6,11.7,107.7
7,15.3,127.7
8,18.0,130.8
9,16.0,155.6
10,10.6,94.6
11,4.3,64.0
12,-1.9,50.8
