month,temperature,rainfall
2012/1,10.7,343.5
2012/2,11.8,295.5
2012/3,15.0,387.0
2012/4,17.6,708.5
2012/5,20.8,175.0
2012/6,23.9,1216.5
2012/7,27.5,299.0
2012/8,27.5,342.5
2012/9,24.5,596.0
2012/10,21.5,120.5
2012/11,16.7,287.0
2012/12,13.0,342.5
