month,temperature,rainfall
2011/1,-1.6,85.0
2011/2,0.3,52.0
2011/3,1.7,72.0
2011/4,8.9,39.5
2011/5,15.6,102.5
2011/6,20.8,169.0
2011/7,25.0,144.0
2011/8,25.6,30.0
2011/9,21.8,252.5
2011/10,14.1,70.5
2011/11,8.2,55.0
2011/12,1.4,72.5
