month,temperature,rainfall
1,5.3,80.4
2,5.8,94.5
3,8.8,187.5
4,13.8,190.3
5,17.8,185.3
6,20.9,244.3
7,24.6,198.4
8,25.9,204.3
9,22.7,246.6
10,17.4,205.6
11,12.4,122.6
12,7.8,60.2
