month,temperature,rainfall
2012/1,-3.8,170.0
2012/2,-3.4,148.5
2012/3,0.3,150.0
2012/4,5.6,82.0
2012/5,11.6,161.5
2012/6,16.6,83.0
2012/7,21.1,195.0
2012/8,22.3,51.0
2012/9,19.5,130.5
2012/10,11.4,72.0
2012/11,4.1,129.0
2012/12,-1.0,192.0
