month,temperature,rainfall
1,-0.9,148.7
2,-0.6,129.6
3,3.0,134.7
4,9.6,123.8
5,15.0,146.1
6,19.1,180.5
7,22.7,251.9
8,24.1,159.6
9,19.7,225.1
10,13.1,134.0
11,7.1,127.0
12,1.9,136.3
