month,temperature,rainfall
1,0.3,38.9
2,0.8,38.5
3,3.9,78.2
4,10.0,96.4
5,15.0,121.2
6,18.6,150.3
7,22.2,216.5
8,23.5,223.8
9,19.4,205.8
10,13.5,135.6
11,7.8,69.8
12,3.0,36.0
