month,temperature,rainfall
2013/1,5.2,38.5
2013/2,5.6,92.5
2013/3,10.7,92.0
2013/4,14.3,108.0
2013/5,19.8,44.0
2013/6,24.3,266.0
2013/7,28.5,50.0
2013/8,30.0,128.0
2013/9,25.1,258.5
2013/10,20.8,210.5
2013/11,12.9,80.5
2013/12,7.8,49.5
