month,temperature,rainfall
1,2.8,40.2
2,4.3,46.1
3,8.0,87.9
4,13.8,77.7
5,18.3,86.3
6,21.9,122.5
7,25.5,132.6
8,26.6,149.5
9,22.8,180.3
10,16.5,125.2
11,10.4,54.9
12,5.0,32.1
