month,temperature,rainfall
1,0.8,49.9
2,1.1,45.5
3,3.8,98.0
4,9.2,142.8
5,13.7,145.2
6,17.4,172.9
7,21.0,204.2
8,23.0,196.5
9,19.5,201.8
10,14.0,140.7
11,8.3,94.1
12,3.6,50.4
