month,temperature,rainfall
2011/1,-3.8,120.0
2011/2,-1.1,69.5
2011/3,0.7,60.5
2011/4,6.9,69.5
2011/5,11.1,56.5
2011/6,17.3,43.0
2011/7,21.8,129.0
2011/8,23.6,109.0
2011/9,19.2,257.5
2011/10,12.1,146.0
2011/11,6.0,86.0
2011/12,-2.0,107.0
