month,temperature,rainfall
1,4.4,67.0
2,5.1,82.1
3,8.6,143.0
4,14.4,161.2
5,19.0,204.7
6,22.8,245.3
7,26.5,261.6
8,28.0,148.9
9,24.1,237.3
10,18.1,125.5
11,12.2,93.0
12,6.9,58.0
