month,temperature,rainfall
1,6.1,52.3
2,6.5,56.1
3,9.4,117.5
4,14.6,124.5
5,18.9,137.8
6,22.1,167.7
7,25.8,153.5
8,27.4,168.2
9,23.8,209.9
10,18.5,197.8
11,13.3,92.5
12,8.7,51.0
