month,temperature,rainfall
1,4.5,269.5
2,4.7,166.9
3,7.8,150.2
4,13.2,118.7
5,17.8,142.2
6,21.7,165.7
7,25.8,195.8
8,27.4,125.5
9,23.4,188.2
10,17.6,135.2
11,12.3,185.0
12,7.4,282.4
