month,temperature,rainfall
2012/1,4.7,12.5
2012/2,4.3,97.5
2012/3,8.7,128.5
2012/4,15.0,154.5
2012/5,19.6,49.5
2012/6,23.2,196.5
2012/7,27.4,359.5
2012/8,29.5,122.0
2012/9,25.6,70.0
2012/10,18.9,83.5
2012/11,11.7,120.0
2012/12,5.5,84.0
