month,temperature,rainfall
1,3.9,64.8
2,5.3,83.2
3,8.9,132.2
4,14.2,128.7
5,19.0,177.1
6,22.8,353.1
7,26.6,333.4
8,27.1,168.2
9,23.3,167.5
10,17.1,77.6
11,11.2,71.5
12,5.9,53.1
