month,temperature,rainfall
2012/1,4.3,43.0
2012/2,5.3,210.0
2012/3,9.7,228.0
2012/4,14.4,201.0
2012/5,18.9,77.0
2012/6,20.8,1114.0
2012/7,24.6,819.5
2012/8,25.4,644.5
2012/9,22.4,301.5
2012/10,16.5,66.5
2012/11,10.2,110.5
2012/12,5.5,141.5
