month,temperature,rainfall
1,0.3,60.6
2,0.4,60.1
3,3.3,82.1
4,8.7,100.6
5,13.0,93.9
6,16.0,116.4
7,19.8,159.0
8,22.2,171.3
9,18.8,213.7
10,13.3,125.7
11,7.8,80.1
12,3.1,64.8
