month,temperature,rainfall
2011/1,2.8,9.5
2011/2,6.6,114.0
2011/3,7.5,43.0
2011/4,13.3,111.5
2011/5,19.0,330.5
2011/6,23.8,171.0
2011/7,27.5,262.0
2011/8,28.3,116.0
2011/9,25.1,388.5
2011/10,18.8,133.0
2011/11,13.9,82.5
2011/12,6.7,24.0
