month,temperature,rainfall
1,-3.7,35.5
2,-4.3,22.6
3,-1.3,52.5
4,3.4,66.5
5,7.3,102.1
6,10.6,90.9
7,14.2,121.7
8,17.3,120.8
9,15.7,167.0
10,11.3,106.3
11,5.3,84.5
12,-0.5,50.4
