month,temperature,rainfall
1,3.0,239.5
2,3.3,196.2
3,6.7,148.1
4,12.5,99.6
5,17.4,128.7
6,21.5,155.9
7,25.5,180.9
8,26.8,127.0
9,22.3,225.6
10,16.1,161.0
11,10.7,167.1
12,5.8,197.8
