month,temperature,rainfall
1,-0.2,101.8
2,0.1,78.0
3,2.9,78.0
4,8.5,87.1
5,13.2,116.1
6,17.3,88.9
7,21.3,150.5
8,23.2,165.2
9,19.1,162.9
10,13.5,155.4
11,7.7,146.9
12,2.5,132.9
