month,temperature,rainfall
1,0.6,112.7
2,1.3,115.6
3,5.0,193.4
4,11.1,212.3
5,16.1,242.9
6,20.3,312.0
7,23.9,387.0
8,25.0,301.3
9,21.0,348.0
10,14.4,179.1
11,8.2,148.7
12,2.9,103.7
