month,temperature,rainfall
2011/1,5.1,17.0
2011/2,9.0,197.0
2011/3,9.1,69.0
2011/4,14.4,69.0
2011/5,18.5,408.5
2011/6,21.7,339.0
2011/7,25.0,384.0
2011/8,26.2,165.5
2011/9,24.2,465.5
2011/10,19.8,283.0
2011/11,16.5,155.0
2011/12,9.3,60.5
