month,temperature,rainfall
1,7.5,88.6
2,7.9,111.6
3,10.6,177.8
4,15.0,200.7
5,18.5,247.0
6,21.4,300.6
7,24.8,256.2
8,26.1,205.6
9,23.8,297.1
10,19.4,202.3
11,14.9,167.8
12,10.1,70.8
