month,temperature,rainfall
1,6.0,51.9
2,6.5,65.6
3,9.5,102.3
4,14.6,107.8
5,19.0,141.5
6,22.7,223.6
7,26.9,191.6
8,27.8,89.6
9,24.3,130.3
10,18.7,96.7
11,13.3,68.0
12,8.4,46.0
