month,temperature,rainfall
2011/1,4.4,0.0
2011/2,6.7,90.5
2011/3,7.6,46.5
2011/4,13.1,149.5
2011/5,18.3,197.5
2011/6,22.8,196.5
2011/7,26.6,232.5
2011/8,27.7,122.0
2011/9,25.0,193.0
2011/10,19.2,140.5
2011/11,14.8,106.0
2011/12,8.4,25.0
