month,temperature,rainfall
2013/1,-10.2,17.5
2013/2,-8.1,30.5
2013/3,-2.8,76.0
2013/4,3.2,96.5
2013/5,10.0,86.5
2013/6,17.0,48.5
2013/7,,61.0
2013/8,21.2,231.0
2013/9,15.9,249.5
2013/10,9.7,204.0
2013/11,2.7,171.0
2013/12,-2.7,79.0
