month,temperature,rainfall
2012/1,-5.7,99.0
2012/2,-6.1,119.5
2012/3,-1.4,30.0
2012/4,5.3,71.0
2012/5,11.3,61.5
2012/6,15.9,25.5
2012/7,19.8,111.5
2012/8,22.2,134.0
2012/9,21.3,101.0
2012/10,12.0,180.0
2012/11,4.5,203.5
2012/12,-3.1,232.5
