month,temperature,rainfall
1,-4.7,114.4
2,-4.5,80.0
3,-0.6,61.6
4,5.5,55.1
5,10.6,69.2
6,15.2,60.7
7,19.2,113.0
8,20.9,131.7
9,16.9,141.6
10,11.0,155.1
11,4.2,163.3
12,-1.6,136.6
