month,temperature,rainfall
1,8.7,93.2
2,9.5,124.9
3,12.4,201.1
4,16.7,224.2
5,20.2,235.8
6,22.9,330.3
7,26.4,211.9
8,27.5,246.7
9,25.4,366.1
10,21.0,230.0
11,16.2,141.5
12,11.3,72.9
