month,temperature,rainfall
1,6.4,91.6
2,6.6,88.9
3,9.1,158.0
4,13.3,126.7
5,16.9,132.8
6,19.5,168.7
7,22.9,118.9
8,25.2,109.6
9,23.0,220.7
10,18.7,234.6
11,14.0,129.6
12,9.2,79.9
