month,temperature,rainfall
1,6.3,58.6
2,7.5,106.3
3,10.8,190.0
4,15.6,244.3
5,19.7,292.0
6,22.9,346.4
7,26.7,328.3
8,27.5,282.5
9,24.7,350.0
10,19.3,165.7
11,13.8,125.1
12,8.5,58.4
