month,temperature,rainfall
1,-7.5,42.8
2,-6.2,24.9
3,-1.0,42.4
4,5.8,58.9
5,11.1,81.0
6,14.8,75.5
7,18.3,106.4
8,20.2,139.1
9,16.3,138.1
10,10.0,75.0
11,3.2,57.6
12,-3.7,46.1
