month,temperature,rainfall
1,4.0,202.0
2,4.4,159.8
3,7.5,141.9
4,13.0,108.6
5,17.7,130.6
6,21.7,152.1
7,25.7,200.9
8,27.0,116.6
9,22.6,204.0
10,16.7,144.1
11,11.6,159.4
12,6.8,194.0
