month,temperature,rainfall
1,7.5,63.8
2,8.6,90.8
3,11.9,182.1
4,16.1,212.5
5,19.9,239.3
6,23.1,429.2
7,27.3,309.4
8,27.2,290.2
9,24.4,354.6
10,19.4,181.8
11,14.3,95.0
12,9.6,60.0
