month,temperature,rainfall
2013/1,0.7,37.0
2013/2,1.1,18.5
2013/3,5.8,3.0
2013/4,10.2,118.5
2013/5,14.4,27.5
2013/6,19.0,92.0
2013/7,22.2,257.5
2013/8,25.6,88.5
2013/9,21.9,210.5
2013/10,16.7,179.5
2013/11,9.6,14.0
2013/12,4.7,65.0
