month,temperature,rainfall
1,6.6,94.2
2,6.7,104.3
3,9.5,185.6
4,14.0,160.0
5,17.6,163.9
6,20.4,221.9
7,23.5,163.5
8,25.6,131.2
9,23.1,245.3
10,18.3,269.9
11,13.8,152.5
12,9.2,77.5
