month,temperature,rainfall
2013/1,3.1,53.5
2013/2,4.3,62.0
2013/3,9.2,78.0
2013/4,12.3,61.0
2013/5,18.2,13.0
2013/6,22.9,287.5
2013/7,27.5,91.5
2013/8,28.0,164.5
2013/9,22.9,318.5
2013/10,18.5,307.0
2013/11,11.4,88.5
2013/12,5.8,94.5
