month,temperature,rainfall
2013/1,5.0,48.0
2013/2,5.0,57.0
2013/3,9.8,53.5
2013/4,13.4,160.0
2013/5,19.0,75.5
2013/6,23.3,227.5
2013/7,28.1,55.0
2013/8,29.2,80.0
2013/9,24.7,248.0
2013/10,20.3,306.5
2013/11,12.3,34.5
2013/12,7.5,48.0
