month,temperature,rainfall
1,5.3,43.9
2,5.6,59.0
3,8.5,109.9
4,14.0,127.9
5,18.6,177.1
6,22.4,200.4
7,26.3,180.3
8,27.5,137.0
9,24.0,273.1
10,18.3,150.7
11,12.7,83.5
12,7.8,38.5
