month,temperature,rainfall
1,-4.7,84.3
2,-4.7,60.7
3,-1.0,50.3
4,4.4,49.0
5,8.8,67.6
6,12.7,53.0
7,16.8,90.6
8,19.6,116.0
9,16.8,123.5
10,11.1,134.1
11,3.6,120.9
12,-2.0,112.8
