month,temperature,rainfall
1,-4.5,76.6
2,-4.3,53.1
3,-0.5,91.2
4,5.0,112.7
5,9.3,161.2
6,12.2,141.2
7,15.9,172.5
8,18.4,233.3
9,16.0,264.3
10,10.9,171.4
11,4.9,136.6
12,-1.3,84.4
