month,temperature,rainfall
2012/1,-9.4,93.0
2012/2,-7.8,98.5
2012/3,-2.7,36.0
2012/4,4.0,37.5
2012/5,12.1,61.5
2012/6,16.2,38.5
2012/7,20.7,43.5
2012/8,22.2,164.0
2012/9,20.7,242.0
2012/10,11.0,139.0
2012/11,3.5,141.5
2012/12,-5.9,113.0
