month,temperature,rainfall
2012/1,1.9,53.5
2012/2,2.4,249.5
2012/3,6.5,310.5
2012/4,11.9,210.0
2012/5,15.8,115.0
2012/6,19.3,536.5
2012/7,23.6,391.5
2012/8,24.5,297.5
2012/9,21.4,383.5
2012/10,15.1,257.0
2012/11,8.5,231.5
2012/12,3.2,133.0
