month,temperature,rainfall
2011/1,5.3,0.0
2011/2,7.2,138.5
2011/3,8.1,86.5
2011/4,14.5,77.0
2011/5,18.2,251.5
2011/6,22.4,199.0
2011/7,26.7,71.0
2011/8,27.1,165.0
2011/9,24.9,212.5
2011/10,19.2,149.0
2011/11,14.8,155.5
2011/12,7.5,51.5
