month,temperature,rainfall
2012/1,-5.9,23.5
2012/2,-5.4,95.0
2012/3,-0.8,161.5
2012/4,4.8,119.0
2012/5,10.4,151.5
2012/6,13.9,180.0
2012/7,19.1,177.0
2012/8,20.1,91.0
2012/9,16.7,244.0
2012/10,9.0,67.5
2012/11,2.3,71.0
2012/12,-3.1,61.5
