month,temperature,rainfall
1,3.9,127.3
2,3.8,91.6
3,6.2,91.9
4,11.2,88.4
5,15.5,106.8
6,19.5,128.5
7,23.6,172.3
8,26.0,125.4
9,22.1,142.2
10,16.9,125.2
11,11.6,157.0
12,6.9,150.0
