month,temperature,rainfall
1,1.7,312.4
2,1.8,204.3
3,5.1,174.8
4,11.2,126.5
5,16.5,127.9
6,20.3,188.7
7,24.0,246.4
8,25.3,163.9
9,21.2,222.6
10,15.4,173.7
11,9.8,274.7
12,4.8,318.9
