month,temperature,rainfall
1,-1.2,144.9
2,-0.7,111.0
3,2.4,69.9
4,8.3,63.4
5,13.3,80.6
6,17.2,75.6
7,21.1,117.0
8,23.3,122.7
9,19.3,122.7
10,13.1,103.9
11,6.8,137.7
12,1.5,150.8
