month,temperature,rainfall
1,4.3,72.3
2,5.3,84.6
3,8.5,153.6
4,13.9,172.1
5,18.5,200.7
6,22.4,306.4
7,26.2,323.2
8,27.2,171.8
9,23.3,181.8
10,17.3,79.5
11,11.6,82.1
12,6.5,58.7
