month,temperature,rainfall
2012/1,3.8,22.5
2012/2,3.9,124.0
2012/3,8.7,143.0
2012/4,14.8,187.0
2012/5,19.0,74.0
2012/6,22.6,212.0
2012/7,26.7,377.5
2012/8,28.3,126.0
2012/9,24.1,125.0
2012/10,17.4,67.5
2012/11,10.4,109.5
2012/12,4.9,124.5
