month,temperature,rainfall
1,3.8,269.6
2,3.9,171.9
3,6.9,159.2
4,12.5,136.9
5,17.1,155.2
6,21.2,185.1
7,25.3,231.9
8,27.0,139.2
9,22.7,225.5
10,17.1,177.4
11,11.5,264.9
12,6.7,282.1
